,User,state_tod.Base.Bern,state_b_bar.norm.Base.Bern,state_a_bar.norm.Base.Bern,state_app_engage.Base.Bern,state_day_type.Base.Bern,state_bias.Base.Bern,state_tod.Adv.Bern,state_b_bar.norm.Adv.Bern,state_a_bar.norm.Adv.Bern,state_app_engage.Adv.Bern,state_day_type.Adv.Bern,state_bias.Adv.Bern,state_tod.Base.Poisson,state_b_bar.norm.Base.Poisson,state_a_bar.norm.Base.Poisson,state_app_engage.Base.Poisson,state_day_type.Base.Poisson,state_bias.Base.Poisson,state_tod.Adv.Poisson,state_b_bar.norm.Adv.Poisson,state_a_bar.norm.Adv.Poisson,state_app_engage.Adv.Poisson,state_day_type.Adv.Poisson,state_bias.Adv.Poisson
0,digitaldentalcoach+203@gmail.com,1.8314254264878833,-0.7208920094933502,-0.5458747971289174,0.0016499117345754688,0.60388164189483,-0.823648322931516,0.41910642853885643,-0.33102635435459826,-0.15183546400116613,0.19736642826761067,0.21775687762935778,0.9630776757282574,-0.40828354178337106,-0.5391175747254149,0.21226419919969017,0.12707650493172587,4.401598878556815,-0.01950693511226013,6.132701614153504e-05,0.37949063478747364,-0.8009455625659883,0.0016575640365158097,0.03874777135160902,0.0007306169841231539
1,digitaldentalcoach+205@gmail.com,1.6476835639721124,-2.0474795535510957,1.788004857309737,0.02289254252708346,-0.5170627175571142,0.45442700378955614,0.004843313719093911,-1.0574696466247382,0.5027511094700304,-0.7411969751862355,0.1674427206249608,0.44191118466344975,0.048900655429599565,0.49701779131648643,-0.11177666524039448,-0.02632999329892119,4.886084119400832,0.06468291829693706,-0.029995948504349713,-0.7778395243017484,0.011125302309614043,0.2711556397994197,-0.297377429269095,-0.1929333977121971
2,digitaldentalcoach+208@gmail.com,3.1567502173227555,-0.8368050098213807,0.013715591604577006,0.224524323889311,-1.1021239727156928,-0.2209039864212984,0.6878238689697631,-0.14595463344290266,-0.4797344858096744,-0.21447632874829994,0.17064124784675647,0.07139155513789049,0.01670559462853857,-0.12834283333759972,-0.1094537329081265,0.07600089102465576,5.026701507815564,-0.046693294505355074,0.0057895806060677965,0.11862707829783012,0.13818081057978504,-0.10335052588290006,0.1733081249312459,0.06986812294345612
3,digitaldentalcoach+209@gmail.com,1.2893014669501164,-1.0986579442341609,0.2139525201774162,0.2850085777416688,-0.21926801763605724,-0.26767792392924344,0.34486617317330925,0.4808202585558579,0.1143228531788207,-0.44234700463960175,-0.02391994060557722,0.5415952018133171,0.05932547987844199,0.051174244080379155,-0.039053495270398884,0.04200240902667669,5.080770608643826,0.008266302930757549,0.3204148437579712,0.6633698612657903,0.6803257627937918,-0.1298759618670923,0.3815876905952568,0.06864159348205218
4,digitaldentalcoach+211@gmail.com,-0.5334458617322159,-1.5964157639610828,-0.31159080566419445,0.5052694225401831,-1.2815663967582456,0.7260998168928016,0.5118641376881858,-0.17634613923473186,-0.31794889237965024,-0.16537464722033907,0.1261062237986274,-0.4756489012418347,0.03037437724837008,-0.006169859154385302,-0.1513718716186237,-0.12079714193646056,4.748194739696042,-0.016164497092867484,0.08153228367136972,0.2827067775800436,0.4512953789387594,0.13988015497262324,-0.0322483093358251,-0.011836248663673454
5,digitaldentalcoach+212@gmail.com,2.3368024163463943,-0.24942477242539526,0.5974968974818934,-0.3318391491303989,-2.0779368777639613,0.23988209477669814,0.5361415654620855,-0.28689886119553504,-0.20769749124559567,-0.021112529785670808,-0.49907713081000765,0.6933277041827175,0.013536734921219146,0.02393292507801234,-0.01924040092141968,-0.035686724918866236,4.868778697322116,0.010850087427472673,-0.029403151961367807,0.0775121562447729,0.07189925103864155,0.017521866193212384,0.01520567538907654,-0.024238830414101874
6,digitaldentalcoach+213@gmail.com,1.7079431937488472,0.4290089351436344,0.12577073778531667,-0.3322291979127072,-1.6401685939052852,-0.017786198358082556,-0.13299636214623653,0.09443567227180122,-0.7503124416023171,0.2901380829254403,-0.49620416935150446,-0.23800499117404048,-0.021526082946203246,0.5846832841495944,-0.13252754236779452,0.1338267120709807,4.768219766020007,0.09580035514055829,0.2580033565395775,0.7571425983929749,0.26233819836470545,-0.05057944510171029,0.046513826088099036,0.029089517798192743
7,digitaldentalcoach+214@gmail.com,0.024519998823209037,0.44818188173012036,0.6541799241327201,0.1941555631407132,-0.8775115931574659,0.21160959878344804,-0.04921547596430172,-0.026541009232739648,-0.10849929881054544,0.22172079705846084,-0.03530474610300502,0.28561151920359024,0.5505211398686364,0.19853194562370227,-0.05919069974787901,-0.10000769664618535,3.8752764903361907,-0.0717339752630769,-0.06058991597431264,-0.06461376686397509,-0.020926588624637938,0.047530769110982314,0.15546075119476285,-0.10037497660213286
8,digitaldentalcoach+217@gmail.com,-0.7554606140451374,-1.9785166642185146,0.8903780525470292,-0.09906747818224379,0.1489992755470868,0.3446727989628953,-0.03639251193715727,-0.3972555979171084,0.46023853300309825,0.34305216355508805,-0.061926659783449425,0.4540359258972276,-0.0563830169693432,-0.20343502077043074,0.29558888746798706,0.029503605955882247,4.960131908220792,0.0925715000333638,0.04114027762244643,0.46762168129771453,0.011364599117595058,-0.016684415514856405,-0.015401404475924332,-0.09826429277232618
9,digitaldentalcoach+218@gmail.com,1.2011416293400072,-0.9339489543594552,0.08203488839173634,-0.12124899266560119,-0.7266555921002186,0.1152261624071223,-0.16325780365141077,-0.012355368236700146,-0.25132011001779025,-0.0440651346402655,-0.03270822562071181,0.6668272585579198,-0.0006095554380921895,-0.027516478496894696,-0.08718060826609829,0.024642136786051302,4.908622699001341,0.01100634064087353,0.05675837939412104,0.0268122000942225,0.10589431710287688,-0.022735741326542405,0.02688057373283846,0.0494278138470203
