,User,state_tod.Base.Bern,state_b_bar.norm.Base.Bern,state_a_bar.norm.Base.Bern,state_app_engage.Base.Bern,state_day_type.Base.Bern,state_bias.Base.Bern,state_tod.Adv.Bern,state_b_bar.norm.Adv.Bern,state_a_bar.norm.Adv.Bern,state_app_engage.Adv.Bern,state_day_type.Adv.Bern,state_bias.Adv.Bern,state_tod.Base.Mu,state_b_bar.norm.Base.Mu,state_a_bar.norm.Base.Mu,state_app_engage.Base.Mu,state_day_type.Base.Mu,state_bias.Base.Mu,state_tod.Adv.Mu,state_b_bar.norm.Adv.Mu,state_a_bar.norm.Adv.Mu,state_app_engage.Adv.Mu,state_day_type.Adv.Mu,state_bias.Adv.Mu,Sigma_u
0,digitaldentalcoach+203@gmail.com,1.8313021353333212,-0.7207065688866663,-0.5448879454446989,0.0018867498286496323,0.6044283509827973,-0.8239618273911383,0.41988012865930896,-0.3307330491256134,-0.15092701918214957,0.19717447992728598,0.2177170764830464,0.9629478601739289,-0.07375941414994508,-3.985849801775696,-0.5313969473737309,0.28570685762100045,4.862094320952729,1.6283961649843304,8.116926910066283e-07,-0.5468942107155895,-0.15144079563017973,8.389416844707266e-07,0.7649827769512059,5.764157492372202e-07,2.257801129917203
1,digitaldentalcoach+205@gmail.com,1.6473845673135192,-2.0481491036466632,1.787516388463971,0.022813621240057633,-0.5174299725717322,0.45434068714508297,0.005149624038881631,-1.0590560861907035,0.4994533079726175,-0.740787398076077,0.16645712168559906,0.43954031896856294,0.7227536376010016,-1.040323092317523,-1.1092236924524137,0.6398411665638783,8.71163065341682,1.1342328090234466,0.009871570843384796,-0.19160396735980817,-0.15943377033048636,0.642391782516432,0.37050956156965426,-0.6368480190216943,1.5870656401385155
2,digitaldentalcoach+208@gmail.com,3.1568335407832424,-0.8381833240815134,0.01457407072220928,0.22501064740838364,-1.1019882372197285,-0.2202430830548931,0.6882799233822786,-0.14456319921928645,-0.4764564337423242,-0.21523568701732138,0.17202134464991858,0.074267395296856,0.704294367971832,-1.3445229549247715,-2.8967940250281004,0.8782018304199996,10.350112501811683,-0.1370458748415976,2.1920191373798654e-05,0.003411294900202721,0.34003193836713513,-0.8616716568582744,1.08211833078784,-0.15795646942773642,1.0269735587717697
3,digitaldentalcoach+209@gmail.com,1.2889905188759168,-1.0973675240845273,0.21339027796294405,0.2850356008385643,-0.21880242230395047,-0.26793299405573395,0.34707441043028064,0.4808541612255632,0.11415636769579854,-0.4422665917587387,-0.02573122174695872,0.5417080283437604,1.0440241854554388,0.09951621644021698,-1.3315518687368428,0.9724111754317486,11.101491370538932,0.6727460940046232,0.3667808017491817,2.003302960502539,0.33103493228470177,-0.05261200435929336,0.8827194781012454,0.09559781722878685,1.0375392969648667
4,digitaldentalcoach+211@gmail.com,-0.5342207729941281,-1.5945694545425495,-0.31248713209044,0.5053432399679068,-1.2817040335375782,0.7267653440291031,0.51368689487104,-0.18158429600196557,-0.31968376563103,-0.16368357241547185,0.12377410851954786,-0.4775838304235647,0.4960848279075478,0.3100298192404353,-1.0123857508775147,-0.2582996395788164,10.046309415084023,0.20119567877795833,-0.05761706387726941,0.3802257867343253,1.2945838951718274,0.11321218670465441,0.23006175995684347,-0.1920355940814997,1.220569946679362
5,digitaldentalcoach+212@gmail.com,2.3361408345140795,-0.2516142686461395,0.5989100327097246,-0.3312820663976685,-2.0776626544796457,0.24169813406782045,0.5367135406714292,-0.28604349664654183,-0.20982249394425395,-0.020867727358715206,-0.5012198461474143,0.6942458943068487,0.092481120019867,0.1688210487618676,-0.18619337564323082,-0.12256503081485945,11.297198341352793,0.0879215177073655,-0.17418704142369962,0.33355970062228435,0.4140486455622748,0.031706703411877965,0.15567910939055613,-0.16088826845953583,0.2874026816160095
6,digitaldentalcoach+213@gmail.com,1.7097509619985582,0.42859869178108984,0.12723800842816843,-0.33218863195173387,-1.642009894087327,-0.014220230225463974,-0.13458684538243013,0.09119709760733834,-0.7534727656321198,0.2896056318622232,-0.49633863437521925,-0.2375268926505473,0.4692300478747324,2.7477629837066413,-1.3928258606127806,1.2273749949610286,9.5406004082539,0.9047042441664004,0.5736803960101625,1.561889876249008,0.7622023379050661,0.03967225624747316,0.8664317386335197,0.0850672684412889,1.8997086012193853
7,digitaldentalcoach+214@gmail.com,0.024041897421056238,0.4485275078333453,0.6552490815542292,0.1949296078915993,-0.8773477948481292,0.2127584037171672,-0.04945618615968712,-0.023886644515935928,-0.10724265484354366,0.2218053723903971,-0.03401218401849104,0.284014227585907,2.043530986389671,-0.9369762253692667,-0.4493179271951775,-0.11726690004239722,5.5574947366038,0.051001766969438554,0.10541790007453253,0.17686230761773655,-0.04355398765592504,-0.055073833642289155,0.9707046559354012,-0.5190323125621079,1.3664643575668998
8,digitaldentalcoach+217@gmail.com,-0.7560595170100838,-1.9786388199916802,0.8945195518232816,-0.10001381995851218,0.1497797437157923,0.3451797647551398,-0.03607283436672483,-0.39535273735012383,0.4557319119019333,0.34412300247252076,-0.06132129266989957,0.45337585264497743,-0.006179427529544898,0.22067695340688842,0.4441920162577376,0.6245690798820477,10.68447789873087,0.7958584872050957,-0.060804718382776735,1.192772089149668,1.0156569904125683,-0.453924476059582,0.8783633432425728,-0.6353127843695744,1.05592656170049
9,digitaldentalcoach+218@gmail.com,1.2013531382330134,-0.9333823566803947,0.0811687277184294,-0.12029756254028101,-0.7277705933191808,0.1156254963594976,-0.16232502781446298,-0.013043599219620125,-0.25215701347425334,-0.044965827418753705,-0.034125769518758835,0.6678603138163126,0.08231098616148158,-0.20091982704278766,-0.8646375726899004,0.2115149694885161,11.299623575275652,0.08076985682205141,0.2069171831078821,0.23753074277797487,0.6913697402252421,-0.14976794815632222,0.2940277744012303,0.2897421643492433,0.49021200429588546
